2312550.72243,0.30533,0.34140,0.38581,0.24048,0.03095,80.00000,96.00000,99.90000,0.00000,0.00000,0.00000,0.00000
2773393.12771,0.30409,0.34763,0.56860,0.24151,0.01828,92.00000,98.00000,99.99900,0.00000,0.00000,0.00000,0.00000
7675934.27188,0.30417,0.33334,0.41466,0.20234,0.00223,88.00000,98.00000,-1.00000,0.00000,0.00000,0.00000,0.00000
8550288.82900,0.27425,0.31590,0.24013,0.13965,0.00970,6.00000,56.00000,99.00000,0.00000,0.00000,0.00000,0.00000
9949578.16805,0.18724,0.22107,0.38345,0.13254,0.02270,82.00000,92.00000,99.90000,0.00000,0.00000,0.00000,0.00000
834316.80218,0.34653,0.39079,0.50540,0.25624,0.05333,80.00000,92.00000,99.90000,0.00000,0.00000,0.00000,0.00000
9420026.49807,0.30307,0.34328,0.37203,0.15060,0.03868,76.00000,90.00000,99.99000,0.00000,0.00000,0.00000,0.00000
1150628.55642,0.22003,0.26927,0.08813,0.06441,0.01998,2.00000,52.00000,98.00000,0.00000,0.00000,0.00000,0.00000
951721.36801,0.31324,0.35271,0.37086,0.27240,0.05216,76.00000,94.00000,99.90000,0.00000,0.00000,0.00000,0.00000
649483.31422,0.24642,0.24641,0.39322,0.27008,0.03335,54.00000,78.00000,98.00000,0.00000,0.00000,0.00000,0.00000
346208.65035,0.19243,0.26242,0.41743,0.29237,0.00345,50.00000,76.00000,99.00000,0.00000,0.00000,0.00000,0.00000
244789.45305,0.21837,0.27473,0.13841,0.16081,0.01998,2.00000,52.00000,98.00000,0.00000,0.00000,0.00000,0.00000
3135012.61506,0.26187,0.30521,0.25270,0.17976,0.01761,2.00000,52.00000,98.00000,0.00000,0.00000,0.00000,0.00000
1811647.89286,0.23112,0.27252,0.09239,0.05499,0.02000,2.00000,52.00000,99.00000,0.00000,0.00000,0.00000,0.00000
1612132.42931,0.29859,0.34210,0.33883,0.21205,0.03422,68.00000,96.00000,-1.00000,0.00000,0.00000,0.00000,0.00000
323459.02186,0.24714,0.29687,0.27279,0.22704,0.01047,4.00000,54.00000,98.00000,0.00000,0.00000,0.00000,0.00000
402860.86280,0.21984,0.27745,0.29611,0.19972,0.01235,4.00000,54.00000,98.00000,0.00000,0.00000,0.00000,0.00000
1661050.69122,0.31357,0.35044,0.35480,0.22267,0.00268,80.00000,98.00000,99.90000,0.00000,0.00000,0.00000,0.00000
343060.28016,0.21177,0.26731,0.05375,0.04902,0.02000,2.00000,52.00000,98.00000,0.00000,0.00000,0.00000,0.00000
1971424.92054,0.28597,0.32538,0.26976,0.15855,0.01742,2.00000,52.00000,98.00000,0.00000,0.00000,0.00000,0.00000
605606.00590,0.30582,0.34445,0.45838,0.24499,0.05048,88.00000,96.00000,99.90000,0.00000,0.00000,0.00000,0.00000
791347.75747,0.27948,0.32428,0.27432,0.18846,0.01172,20.00000,66.00000,99.90000,0.00000,0.00000,0.00000,0.00000
276606.10389,0.24192,0.30076,0.45213,0.24912,0.03178,68.00000,86.00000,99.90000,0.00000,0.00000,0.00000,0.00000
917493.37356,0.24728,0.29633,0.24462,0.24931,0.01999,2.00000,52.00000,98.00000,0.00000,0.00000,0.00000,0.00000
404443.94851,0.25250,0.30595,0.38640,0.30343,0.03137,42.00000,70.00000,98.00000,0.00000,0.00000,0.00000,0.00000
1311811.79240,0.30216,0.35060,0.07377,0.04897,0.02000,2.00000,52.00000,98.00000,0.00000,0.00000,0.00000,0.00000
306038.40907,0.18548,0.24939,0.39682,0.28517,0.02241,48.00000,74.00000,99.00000,0.00000,0.00000,0.00000,0.00000
16926111.46545,0.18715,0.18952,0.35424,0.11847,0.06656,80.00000,92.00000,99.90000,0.00000,0.00000,0.00000,0.00000
1929215.35667,0.30086,0.34002,0.33561,0.20394,0.01300,60.00000,88.00000,99.90000,0.00000,0.00000,0.00000,0.00000
1216066.84938,0.31174,0.35205,0.36957,0.23320,0.03937,58.00000,80.00000,99.90000,0.00000,0.00000,0.00000,0.00000
102542.39821,0.23096,0.29513,0.25235,0.24500,0.01203,2.00000,52.00000,98.00000,0.00000,0.00000,0.00000,0.00000
491677.08160,0.27158,0.32019,0.31959,0.23704,0.03253,34.00000,66.00000,99.00000,0.00000,0.00000,0.00000,0.00000
1871249.67285,0.31549,0.35400,0.39460,0.27270,0.00262,80.00000,92.00000,98.00000,0.00000,0.00000,0.00000,0.00000
447371.97688,0.15987,0.23399,0.23499,0.18009,0.01998,2.00000,52.00000,96.00000,0.00000,0.00000,0.00000,0.00000
499268.61497,0.23566,0.28827,0.19557,0.16486,0.02000,2.00000,52.00000,98.00000,0.00000,0.00000,0.00000,0.00000
156741.41552,0.28474,0.33109,0.35680,0.27625,0.01748,48.00000,76.00000,99.90000,0.00000,0.00000,0.00000,0.00000
794127.45817,0.27082,0.32129,0.22962,0.16588,0.00099,4.00000,54.00000,99.00000,0.00000,0.00000,0.00000,0.00000
568383.41919,0.20389,0.26491,0.34396,0.21652,0.01889,44.00000,76.00000,99.90000,0.00000,0.00000,0.00000,0.00000
245169.22306,0.17855,0.25033,0.46677,0.25633,0.02309,76.00000,92.00000,99.90000,0.00000,0.00000,0.00000,0.00000
9530226.47229,0.26698,0.30526,0.41297,0.17235,0.00853,90.00000,98.00000,99.99000,0.00000,0.00000,0.00000,0.00000
915302.66800,0.25174,0.30149,0.25541,0.16941,0.02000,2.00000,52.00000,98.00000,0.00000,0.00000,0.00000,0.00000
335855.47181,0.22934,0.28052,0.20103,0.13185,0.01999,2.00000,52.00000,98.00000,0.00000,0.00000,0.00000,0.00000
